5.017328262329101562e-01,4.926989078521728516e-01
3.196681439876556396e-01,3.929204940795898438e-01
7.960652112960815430e-01,1.682774871587753296e-01
3.657774627208709717e-01,5.540796518325805664e-01
4.519881904125213623e-01,3.477242588996887207e-01
5.657178759574890137e-01,3.677345514297485352e-01
7.025736570358276367e-01,7.942985892295837402e-01
5.840252041816711426e-01,5.219337344169616699e-01
4.557443261146545410e-01,6.415504813194274902e-01
5.048953294754028320e-01,3.727015256881713867e-01
5.988665223121643066e-01,1.654231101274490356e-01
4.546123743057250977e-01,3.381283283233642578e-01
1.891819834709167480e-01,5.651029348373413086e-01
3.222545087337493896e-01,4.763092994689941406e-01
5.518330931663513184e-01,3.807710409164428711e-01
6.569569706916809082e-01,5.667357444763183594e-01
4.448343217372894287e-01,5.331060886383056641e-01
6.991264820098876953e-01,4.599210917949676514e-01
3.131648898124694824e-01,4.923996925354003906e-01
6.109569668769836426e-01,5.857565402984619141e-01
3.003224134445190430e-01,5.177369117736816406e-01
4.388262331485748291e-01,5.518209934234619141e-01
7.530357241630554199e-01,6.425341963768005371e-01
2.775999903678894043e-01,2.911055088043212891e-01
5.070036649703979492e-01,4.406567811965942383e-01
5.645256638526916504e-01,5.181406736373901367e-01
1.988666206598281860e-01,4.729399085044860840e-01
3.144561648368835449e-01,5.939438343048095703e-01
6.073825359344482422e-01,5.390304327011108398e-01
4.828030467033386230e-01,4.282313585281372070e-01
5.404687523841857910e-01,5.363274216651916504e-01
4.749428927898406982e-01,5.373230576515197754e-01
4.027093052864074707e-01,5.487310886383056641e-01
3.874615728855133057e-01,5.318227410316467285e-01
4.761934280395507812e-01,4.331281781196594238e-01
5.575619339942932129e-01,3.632181584835052490e-01
2.265136241912841797e-01,5.364385247230529785e-01
5.178633332252502441e-01,4.466501176357269287e-01
4.849027991294860840e-01,4.306094348430633545e-01
4.316305220127105713e-01,4.022729396820068359e-01
4.581326246261596680e-01,3.831391930580139160e-01
5.376572608947753906e-01,5.149228572845458984e-01
5.241998434066772461e-01,5.113816261291503906e-01
6.349060535430908203e-01,5.772005915641784668e-01
6.488641500473022461e-01,5.997428894042968750e-01
6.346736550331115723e-01,4.801603853702545166e-01
5.892748832702636719e-01,5.309802889823913574e-01
5.566819906234741211e-01,5.446650385856628418e-01
6.984139680862426758e-01,5.567144155502319336e-01
3.708173036575317383e-01,5.140745043754577637e-01
5.616613626480102539e-01,4.670934975147247314e-01
8.612991124391555786e-02,5.488134026527404785e-01
5.297423005104064941e-01,5.129426717758178711e-01
3.911696374416351318e-01,5.364513993263244629e-01
5.741223692893981934e-01,5.329080820083618164e-01
4.765444099903106689e-01,5.124756693840026855e-01
4.768436849117279053e-01,4.304789006710052490e-01
6.331709027290344238e-01,5.791825652122497559e-01
5.364822149276733398e-01,5.115318894386291504e-01
8.136987686157226562e-02,4.583374857902526855e-01
2.488710433244705200e-01,4.402101635932922363e-01
2.422272711992263794e-01,4.504601359367370605e-01
3.406954407691955566e-01,4.707010388374328613e-01
3.457911610603332520e-01,2.739093899726867676e-01
3.054619431495666504e-01,3.406057953834533691e-01
4.443100392818450928e-01,3.431368768215179443e-01
2.709969878196716309e-01,4.168370068073272705e-01
6.559051871299743652e-01,2.689785659313201904e-01
8.055554032325744629e-01,1.034947708249092102e-01
7.907088398933410645e-01,9.527766704559326172e-02
7.688561677932739258e-01,1.955034285783767700e-01
5.124384760856628418e-01,3.759934604167938232e-01
