4.880888462066650391e-01,4.837266504764556885e-01
3.977585434913635254e-01,3.546486496925354004e-01
7.021765708923339844e-01,3.375427722930908203e-01
3.915964663028717041e-01,5.424766540527343750e-01
4.260907769203186035e-01,3.272769749164581299e-01
5.292958021163940430e-01,4.328124523162841797e-01
6.126523017883300781e-01,7.368951439857482910e-01
5.651125907897949219e-01,4.717750251293182373e-01
4.686817526817321777e-01,6.936531662940979004e-01
5.491395592689514160e-01,4.094345569610595703e-01
5.182548165321350098e-01,3.183737397193908691e-01
4.754118621349334717e-01,3.974844813346862793e-01
2.805919945240020752e-01,5.714616179466247559e-01
3.394076526165008545e-01,4.742669165134429932e-01
6.046736240386962891e-01,4.365088343620300293e-01
6.132798790931701660e-01,5.039038658142089844e-01
4.221451282501220703e-01,4.767648875713348389e-01
7.255108952522277832e-01,4.486280381679534912e-01
3.402981162071228027e-01,5.454095005989074707e-01
5.647398233413696289e-01,5.554897189140319824e-01
2.674465775489807129e-01,5.343116521835327148e-01
4.971896409988403320e-01,5.309328436851501465e-01
6.954379677772521973e-01,5.985528826713562012e-01
3.607188165187835693e-01,3.386011719703674316e-01
4.717716574668884277e-01,4.371348917484283447e-01
4.786016047000885010e-01,4.462358951568603516e-01
3.304619491100311279e-01,4.350574910640716553e-01
4.241093099117279053e-01,5.925331711769104004e-01
5.481878519058227539e-01,4.698757529258728027e-01
5.095024108886718750e-01,4.474844038486480713e-01
5.504698157310485840e-01,6.224778890609741211e-01
4.938746690750122070e-01,5.301033854484558105e-01
4.394151866436004639e-01,5.661246180534362793e-01
4.048961699008941650e-01,5.026535987854003906e-01
4.413028359413146973e-01,4.387557804584503174e-01
6.051250696182250977e-01,3.551729023456573486e-01
2.493840008974075317e-01,4.784825444221496582e-01
4.355472326278686523e-01,5.297219157218933105e-01
5.380577445030212402e-01,4.570349752902984619e-01
4.002974629402160645e-01,4.231568872928619385e-01
3.790995180606842041e-01,4.172783493995666504e-01
4.529163241386413574e-01,5.291488766670227051e-01
4.613955616950988770e-01,4.467923939228057861e-01
6.630474925041198730e-01,5.817039012908935547e-01
6.179612874984741211e-01,6.357946395874023438e-01
6.446808576583862305e-01,4.740820527076721191e-01
5.023338794708251953e-01,4.864336848258972168e-01
5.720519423484802246e-01,5.247832536697387695e-01
7.866957783699035645e-01,4.800770282745361328e-01
4.275267720222473145e-01,5.123745203018188477e-01
4.427706897258758545e-01,5.306328535079956055e-01
1.999440640211105347e-01,5.446426868438720703e-01
4.736194610595703125e-01,4.554085433483123779e-01
4.104408025741577148e-01,4.846090376377105713e-01
4.267406165599822998e-01,4.975585937500000000e-01
4.092299640178680420e-01,5.225828886032104492e-01
4.288908541202545166e-01,4.542005360126495361e-01
5.756026506423950195e-01,6.084776520729064941e-01
4.471098482608795166e-01,4.497705698013305664e-01
2.853125929832458496e-01,4.003847241401672363e-01
2.678736150264739990e-01,4.013563692569732666e-01
2.337482422590255737e-01,3.824331462383270264e-01
3.986922502517700195e-01,4.517839848995208740e-01
3.839962482452392578e-01,2.906953096389770508e-01
3.992485702037811279e-01,3.327081799507141113e-01
3.806902766227722168e-01,3.705083727836608887e-01
4.135341048240661621e-01,2.866209447383880615e-01
7.003403306007385254e-01,3.003072738647460938e-01
8.271932601928710938e-01,2.818366885185241699e-01
7.255992293357849121e-01,3.101399242877960205e-01
7.358302474021911621e-01,4.227866828441619873e-01
5.226919651031494141e-01,3.922795057296752930e-01
7.902916073799133301e-01,3.013681173324584961e-01
8.230705261230468750e-01,3.492194414138793945e-01
8.208919763565063477e-01,4.341637790203094482e-01
7.820857167243957520e-01,2.134517431259155273e-01
7.532449364662170410e-01,4.171988964080810547e-01
7.596845626831054688e-01,2.050333321094512939e-01
6.306689977645874023e-01,3.901953995227813721e-01
7.359797954559326172e-01,2.278862148523330688e-01
6.997953057289123535e-01,4.285440742969512939e-01
7.127387523651123047e-01,2.985790669918060303e-01
8.101229071617126465e-01,3.396710157394409180e-01
4.850290417671203613e-01,6.821248531341552734e-01
3.658545315265655518e-01,6.526197791099548340e-01
3.173709511756896973e-01,5.606315732002258301e-01
5.876925587654113770e-01,6.269771456718444824e-01
3.787476122379302979e-01,5.559562444686889648e-01
3.663174510002136230e-01,5.681932568550109863e-01
3.323694169521331787e-01,5.477013587951660156e-01
3.204776644706726074e-01,5.473418235778808594e-01
4.034594893455505371e-01,6.156377792358398438e-01
4.175083339214324951e-01,3.025940358638763428e-01
7.058594226837158203e-01,4.822104871273040771e-01
4.915673732757568359e-01,4.001980423927307129e-01
4.452873766422271729e-01,2.643365859985351562e-01
5.454494357109069824e-01,2.606081962585449219e-01
4.310373663902282715e-01,2.397468835115432739e-01
3.510470390319824219e-01,3.361034393310546875e-01
3.482802808284759521e-01,4.205141663551330566e-01
4.426037371158599854e-01,4.003313481807708740e-01
3.736444413661956787e-01,4.644192457199096680e-01
4.997698366641998291e-01,2.746839225292205811e-01
6.373741626739501953e-01,2.864892780780792236e-01
7.718870043754577637e-01,6.984055042266845703e-01
5.812939405441284180e-01,8.527873754501342773e-01
3.421295285224914551e-01,6.513779163360595703e-01
7.356715202331542969e-01,7.632895708084106445e-01
5.765514373779296875e-01,7.196164131164550781e-01
6.183221340179443359e-01,6.551727652549743652e-01
